user_id_1,user_id_2,position_relative
USER_79321756,USER_7b51abaf,Nord-Ouest
USER_79321756,USER_6be31ad0,Nord-Ouest
USER_79321756,USER_d21b43b1,Nord-Ouest
USER_79321756,USER_ea9c54b1,Nord-Ouest
USER_79321756,USER_ee42492c,Nord-Ouest
USER_79321756,USER_843beaef,Nord-Ouest
USER_79321756,USER_61f4648b,Nord-Ouest
USER_79321756,USER_b4a60ecf,Nord-Ouest
USER_79321756,USER_ff799e41,Nord-Ouest
USER_79321756,USER_7ba5613d,Nord-Ouest
USER_79321756,USER_0f00372c,Nord-Ouest
USER_79321756,USER_47188e51,Nord-Ouest
USER_79321756,USER_3b21701d,Nord-Ouest
USER_79321756,USER_11c8d5d9,Nord-Ouest
USER_79321756,USER_d1b9bb0f,Nord-Ouest
USER_79321756,USER_8b523bd6,Nord-Ouest
USER_79321756,USER_47e6a035,Nord-Ouest
USER_79321756,USER_04ba2719,Nord-Ouest
USER_79321756,USER_d3beb84b,Nord-Ouest
USER_79321756,USER_20c50472,Nord-Ouest
USER_79321756,USER_4dc20601,Nord-Ouest
USER_79321756,USER_76c704df,Nord-Ouest
USER_79321756,USER_19958b0c,Nord-Ouest
USER_79321756,USER_c20e53c6,Nord-Ouest
USER_79321756,USER_158ebc8b,Nord-Ouest
USER_79321756,USER_0b88ad33,Nord-Ouest
USER_79321756,USER_73558810,Nord-Ouest
USER_79321756,USER_58ed8c3e,Nord-Ouest
USER_79321756,USER_c8db8970,Nord-Ouest
USER_79321756,USER_83829695,Nord-Ouest
USER_79321756,USER_6c6fbe2f,Nord-Ouest
USER_79321756,USER_966052b8,Nord-Ouest
USER_79321756,USER_53a003cc,Nord-Ouest
USER_79321756,USER_a96ecb98,Nord-Ouest
USER_79321756,USER_07640f79,Nord-Ouest
USER_79321756,USER_fe70af8b,Nord-Ouest
USER_79321756,USER_ec884f90,Nord-Ouest
USER_79321756,USER_4a6b4060,Nord-Ouest
USER_79321756,USER_06c39ff8,Nord-Ouest
USER_79321756,USER_5b420693,Nord-Ouest
USER_79321756,USER_49469642,Nord-Ouest
USER_79321756,USER_ec8325ce,Nord-Ouest
USER_79321756,USER_f2fa9816,Nord-Ouest
USER_79321756,USER_7418ac20,Nord-Ouest
USER_79321756,USER_37e62d12,Nord-Ouest
USER_79321756,USER_c7710f4b,Nord-Ouest
USER_79321756,USER_f076e555,Nord-Ouest
USER_79321756,USER_1cf44f12,Nord-Ouest
USER_79321756,USER_d34534bc,Nord-Ouest
USER_79321756,USER_4de3b144,Nord-Ouest
USER_79321756,USER_84b5812c,Nord-Ouest
USER_79321756,USER_dede6b3f,Nord-Ouest
USER_79321756,USER_ccbaa37f,Nord-Ouest
USER_79321756,USER_3e6a8847,Nord-Ouest
USER_79321756,USER_73bbb987,Nord-Ouest
USER_79321756,USER_a76e817d,Nord-Ouest
USER_79321756,USER_6968aae8,Nord-Ouest
USER_79321756,USER_beab8aed,Nord-Ouest
USER_79321756,USER_f4a34ebc,Nord-Ouest
USER_79321756,USER_2f670b6f,Nord-Ouest
USER_79321756,USER_daaaaafe,Nord-Ouest
USER_79321756,USER_c5d0185a,Nord-Ouest
USER_79321756,USER_32cd7c81,Nord-Ouest
USER_79321756,USER_ab92e376,Nord-Ouest
USER_79321756,USER_db8e804f,Nord-Ouest
USER_79321756,USER_30f524c0,Nord-Ouest
USER_79321756,USER_52c8257f,Nord-Ouest
USER_79321756,USER_31b9cb0e,Nord-Ouest
USER_79321756,USER_131204ae,Nord-Ouest
USER_79321756,USER_6f28fd92,Nord-Ouest
USER_79321756,USER_2cb3249e,Nord-Ouest
USER_79321756,USER_0c344d02,Nord-Ouest
USER_79321756,USER_4b4466f2,Nord-Ouest
USER_79321756,USER_1901476e,Nord-Ouest
USER_79321756,USER_ae1d1672,Nord-Ouest
USER_79321756,USER_3b8b59bf,Nord-Ouest
USER_79321756,USER_f39334a3,Nord-Ouest
USER_79321756,USER_db6c2232,Nord-Ouest
USER_79321756,USER_f60872bf,Nord-Ouest
USER_79321756,USER_8e46795f,Nord-Ouest
USER_79321756,USER_6a57b09a,Nord-Ouest
USER_79321756,USER_5345cf84,Nord-Ouest
USER_79321756,USER_e8d00af5,Nord-Ouest
USER_79321756,USER_15091471,Nord-Ouest
USER_79321756,USER_495bb124,Nord-Ouest
USER_79321756,USER_d3dc0357,Nord-Ouest
USER_79321756,USER_386809f3,Nord-Ouest
USER_79321756,USER_c5f05697,Nord-Ouest
USER_79321756,USER_7bdcdb84,Nord-Ouest
USER_79321756,USER_90c863e5,Nord-Est
USER_79321756,USER_cc51e881,Nord-Ouest
USER_79321756,USER_5da5dbb7,Nord-Ouest
USER_79321756,USER_a5653ef2,Nord-Ouest
USER_79321756,USER_ee65190f,Nord-Ouest
USER_79321756,USER_79a5b491,Nord-Ouest
USER_79321756,USER_08d50ccb,Nord-Ouest
USER_79321756,USER_2da929ef,Nord-Ouest
USER_79321756,USER_b7de514f,Nord-Ouest
USER_79321756,USER_f9e3d48a,Nord-Ouest
USER_79321756,USER_c1042e79,Nord-Ouest
USER_79321756,USER_005c93b6,Nord-Ouest
USER_79321756,USER_6dc366c3,Nord-Ouest
USER_79321756,USER_ea7eea59,Nord-Ouest
USER_79321756,USER_ae59b859,Nord-Ouest
USER_79321756,USER_a930880a,Nord-Ouest
USER_79321756,USER_4c573ece,Nord-Ouest
USER_79321756,USER_676ce6e0,Nord-Ouest
USER_79321756,USER_15852b0e,Nord-Ouest
USER_79321756,USER_68819a5d,Nord-Ouest
USER_79321756,USER_f99c0436,Nord-Est
USER_79321756,USER_6db2625f,Nord-Ouest
USER_79321756,USER_82e6a864,Nord-Ouest
USER_79321756,USER_98ec103f,Nord-Ouest
USER_79321756,USER_e76bc97e,Nord-Ouest
USER_79321756,USER_cd59681b,Nord-Ouest
USER_79321756,USER_f7329b83,Nord-Ouest
USER_79321756,USER_b246b9d9,Nord-Ouest
USER_79321756,USER_b832b415,Nord-Ouest
USER_79321756,USER_d9724011,Nord-Ouest
USER_79321756,USER_855384fb,Nord-Ouest
USER_79321756,USER_6bf81b27,Nord-Ouest
USER_79321756,USER_60b9991b,Nord-Ouest
USER_79321756,USER_a0a0be56,Nord-Ouest
USER_79321756,USER_4f3d4554,Nord-Ouest
USER_79321756,USER_d2964a11,Nord-Ouest
USER_79321756,USER_eac5271a,Nord-Ouest
USER_79321756,USER_663e0346,Nord-Ouest
USER_79321756,USER_04ed8e9c,Nord-Ouest
USER_79321756,USER_09621869,Nord-Ouest
USER_79321756,USER_91ac327b,Nord-Ouest
USER_79321756,USER_1a832680,Nord-Ouest
USER_79321756,USER_92455874,Nord-Ouest
USER_79321756,USER_eed94ab0,Nord-Ouest
USER_79321756,USER_877af8b9,Nord-Ouest
USER_79321756,USER_457f4681,Nord-Ouest
USER_79321756,USER_911cfd88,Nord-Ouest
USER_79321756,USER_9f14a4ec,Nord-Est
USER_79321756,USER_7898830c,Nord-Ouest
USER_79321756,USER_ecc62860,Nord-Ouest
USER_79321756,USER_1a2a9312,Nord-Ouest
USER_79321756,USER_9ffe52f2,Nord-Ouest
USER_79321756,USER_73dcbc65,Nord-Ouest
USER_79321756,USER_76626924,Nord-Ouest
USER_79321756,USER_981d22a7,Nord-Ouest
USER_79321756,USER_18742cc9,Nord-Ouest
USER_79321756,USER_55e59c10,Nord-Ouest
USER_79321756,USER_09bb0c89,Nord-Ouest
USER_79321756,USER_e652f2a1,Nord-Ouest
USER_79321756,USER_7fb007e7,Nord-Ouest
USER_79321756,USER_fe4e0da1,Nord-Ouest
USER_79321756,USER_f6f3c162,Nord-Ouest
USER_79321756,USER_24b48028,Nord-Ouest
USER_79321756,USER_cdcb98e2,Nord-Ouest
USER_79321756,USER_738c2300,Nord-Ouest
USER_79321756,USER_870cf13b,Nord-Ouest
USER_79321756,USER_ac211bfa,Nord-Ouest
USER_79321756,USER_a62c6bb3,Nord-Ouest
USER_79321756,USER_473707a8,Nord-Ouest
USER_79321756,USER_41eb9ee4,Nord-Ouest
USER_79321756,USER_2c2c3c1b,Nord-Ouest
USER_79321756,USER_651c307a,Nord-Ouest
USER_79321756,USER_37e880bb,Nord-Ouest
USER_79321756,USER_e2666028,Nord-Ouest
USER_79321756,USER_ce61c55a,Nord-Ouest
USER_79321756,USER_f24207c9,Nord-Ouest
USER_79321756,USER_36607a99,Nord-Ouest
USER_79321756,USER_a24309da,Nord-Ouest
USER_79321756,USER_0159d661,Nord-Ouest
USER_79321756,USER_6398dc10,Nord-Ouest
USER_79321756,USER_bd69214e,Nord-Ouest
USER_79321756,USER_728e6840,Nord-Ouest
USER_79321756,USER_ed9d6eea,Nord-Ouest
USER_79321756,USER_920af32f,Nord-Ouest
USER_79321756,USER_904e04ea,Nord-Ouest
USER_79321756,USER_85c112bd,Nord-Ouest
USER_79321756,USER_dfcf57ba,Nord-Ouest
USER_79321756,USER_38b87975,Nord-Ouest
USER_79321756,USER_9068071a,Nord-Ouest
USER_79321756,USER_9506fb5f,Nord-Ouest
USER_79321756,USER_b6afedff,Nord-Ouest
USER_79321756,USER_a92a8e65,Nord-Ouest
USER_79321756,USER_54478915,Nord-Ouest
USER_79321756,USER_54657b85,Nord-Ouest
USER_79321756,USER_5a597713,Nord-Ouest
USER_79321756,USER_c6aa8702,Nord-Ouest
USER_79321756,USER_e09d5fb9,Nord-Ouest
USER_79321756,USER_8d7e6d88,Nord-Ouest
USER_79321756,USER_2d9ecc23,Nord-Ouest
USER_79321756,USER_d770c23c,Nord-Ouest
USER_79321756,USER_775c183b,Nord-Ouest
USER_79321756,USER_91bad9af,Nord-Ouest
USER_79321756,USER_a6328856,Nord-Ouest
USER_79321756,USER_8f78fd23,Nord-Ouest
USER_79321756,USER_b92f3ddc,Nord-Ouest
USER_79321756,USER_c3c06426,Nord-Ouest
USER_79321756,USER_44a6127d,Nord-Ouest
USER_79321756,USER_28ca23b3,Nord-Ouest
USER_79321756,USER_d23abaf3,Nord-Ouest
USER_79321756,USER_f03fac02,Nord-Ouest
USER_79321756,USER_3d6ef89e,Nord-Ouest
USER_79321756,USER_7a448de3,Nord-Ouest
USER_79321756,USER_a43a1a3a,Nord-Ouest
USER_79321756,USER_4947014e,Nord-Ouest
USER_79321756,USER_2de5b3b4,Nord-Ouest
USER_79321756,USER_c8db648f,Nord-Ouest
USER_79321756,USER_cff88d2d,Nord-Ouest
USER_79321756,USER_72f7a64e,Nord-Ouest
USER_79321756,USER_bb5c73b1,Nord-Ouest
USER_79321756,USER_f0e2ed41,Nord-Ouest
USER_79321756,USER_787cb286,Nord-Ouest
USER_79321756,USER_2f491570,Nord-Ouest
USER_79321756,USER_d383fb38,Nord-Ouest
USER_79321756,USER_932fe0cd,Nord-Ouest
USER_79321756,USER_c55ef371,Nord-Ouest
USER_79321756,USER_bd96e5e3,Nord-Ouest
USER_79321756,USER_8958cb98,Nord-Ouest
USER_79321756,USER_bad7f456,Nord-Ouest
USER_79321756,USER_1a6c8d65,Nord-Ouest
USER_79321756,USER_75238b52,Nord-Ouest
USER_79321756,USER_ef729c64,Nord-Ouest
USER_79321756,USER_4aa760d5,Nord-Ouest
USER_79321756,USER_dcfcde14,Nord-Ouest
USER_79321756,USER_b465f49b,Nord-Ouest
USER_79321756,USER_86fa33ba,Nord-Ouest
USER_79321756,USER_3161580e,Nord-Ouest
USER_79321756,USER_fec9be80,Nord-Ouest
USER_79321756,USER_14d8b9c8,Nord-Ouest
USER_79321756,USER_1f52e50f,Nord-Ouest
USER_79321756,USER_0155216d,Nord-Ouest
USER_79321756,USER_fa729b90,Nord-Ouest
USER_79321756,USER_ed8d8d6c,Nord-Ouest
USER_79321756,USER_fb3e061e,Nord-Ouest
USER_79321756,USER_4a92e3c4,Nord-Ouest
USER_79321756,USER_bcd4a23b,Nord-Ouest
USER_79321756,USER_6d27ae82,Nord-Ouest
USER_79321756,USER_a2ae8847,Nord-Ouest
USER_79321756,USER_5c9c8a59,Nord-Ouest
USER_79321756,USER_c394247a,Nord-Ouest
USER_79321756,USER_cd4404fc,Nord-Ouest
USER_79321756,USER_da32f343,Nord-Ouest
USER_79321756,USER_23a543ed,Nord-Ouest
USER_79321756,USER_99394c11,Nord-Ouest
USER_79321756,USER_f6bc7f85,Nord-Ouest
USER_79321756,USER_d02c0375,Nord-Ouest
USER_79321756,USER_5a28ee3a,Nord-Ouest
USER_79321756,USER_26c35322,Nord-Ouest
USER_79321756,USER_60df7b3c,Nord-Ouest
USER_79321756,USER_5eec1724,Nord-Ouest
USER_79321756,USER_3d34a799,Nord-Ouest
USER_79321756,USER_24203341,Nord-Ouest
USER_79321756,USER_f3f541ca,Nord-Ouest
USER_79321756,USER_32617355,Nord-Ouest
USER_79321756,USER_886b7437,Nord-Ouest
USER_79321756,USER_1572fa58,Nord-Ouest
USER_79321756,USER_2c8b98d1,Nord-Ouest
USER_79321756,USER_e1be72ab,Nord-Ouest
USER_79321756,USER_741b1b37,Nord-Ouest
USER_79321756,USER_59d28452,Nord-Ouest
USER_79321756,USER_be2e9baf,Nord-Ouest
USER_79321756,USER_0f26a0ef,Nord-Ouest
USER_79321756,USER_db2b5c34,Nord-Ouest
USER_79321756,USER_19df88b3,Nord-Ouest
USER_79321756,USER_dbaf6e83,Nord-Est
USER_79321756,USER_82912d2a,Nord-Ouest
USER_79321756,USER_7639edf4,Nord-Ouest
USER_79321756,USER_f357a635,Nord-Ouest
USER_79321756,USER_14c7e787,Nord-Ouest
USER_79321756,USER_14572d8a,Nord-Ouest
USER_79321756,USER_ea4e4ae1,Nord-Ouest
USER_79321756,USER_e8053214,Nord-Ouest
USER_79321756,USER_7b30766f,Nord-Ouest
USER_79321756,USER_754fb349,Nord-Ouest
USER_79321756,USER_76d71875,Nord-Ouest
USER_79321756,USER_53f0c76e,Nord-Ouest
USER_79321756,USER_81cd79e9,Nord-Ouest
USER_79321756,USER_be6692f7,Nord-Ouest
USER_79321756,USER_2b3d5c28,Nord-Ouest
USER_79321756,USER_80a0480b,Nord-Ouest
USER_79321756,USER_bf9b6e17,Nord-Ouest
USER_79321756,USER_8f7e9fa1,Nord-Ouest
USER_79321756,USER_0aa24a86,Nord-Ouest
USER_79321756,USER_d4d1d16b,Nord-Ouest
USER_79321756,USER_5e3f1271,Nord-Ouest
USER_79321756,USER_fcadfb84,Nord-Ouest
USER_79321756,USER_308b738f,Nord-Ouest
USER_79321756,USER_79a2edf3,Nord-Ouest
USER_79321756,USER_e1e8d105,Nord-Ouest
USER_79321756,USER_37ae0af0,Nord-Ouest
USER_79321756,USER_d8965756,Nord-Ouest
USER_79321756,USER_2a8f2648,Nord-Ouest
USER_79321756,USER_f97778f7,Nord-Ouest
USER_79321756,USER_22909051,Nord-Ouest
USER_79321756,USER_cfba8a52,Nord-Ouest
USER_79321756,USER_c83d4f5a,Nord-Ouest
USER_79321756,USER_af8a4c60,Nord-Ouest
USER_79321756,USER_46acab41,Nord-Ouest
USER_79321756,USER_65b3ccec,Nord-Ouest
USER_79321756,USER_eff1a547,Nord-Ouest
USER_79321756,USER_6921bcf6,Nord-Ouest
USER_79321756,USER_79b1d3e6,Nord-Ouest
USER_79321756,USER_15c7c170,Nord-Ouest
USER_79321756,USER_9be71507,Nord-Ouest
USER_79321756,USER_7ec8cae8,Nord-Ouest
USER_79321756,USER_8213ac5e,Nord-Ouest
USER_79321756,USER_316affec,Nord-Ouest
USER_79321756,USER_8e57d698,Nord-Ouest
USER_79321756,USER_86028ced,Nord-Ouest
USER_79321756,USER_4e3ab2be,Nord-Ouest
USER_79321756,USER_616eb328,Nord-Ouest
USER_79321756,USER_101beadd,Nord-Ouest
USER_79321756,USER_81fc4704,Nord-Ouest
USER_79321756,USER_43e2cf9e,Nord-Ouest
USER_79321756,USER_09db480e,Nord-Ouest
USER_79321756,USER_844a799b,Nord-Ouest
USER_79321756,USER_a72c79f0,Nord-Ouest
USER_79321756,USER_4605b6c5,Nord-Ouest
USER_79321756,USER_a4dbab02,Nord-Ouest
USER_79321756,USER_04997bcc,Nord-Ouest
USER_79321756,USER_44b7e7f8,Nord-Ouest
USER_79321756,USER_3d8ffebb,Nord-Ouest
USER_79321756,USER_e71ff171,Nord-Ouest
USER_79321756,USER_ecd3d7b9,Nord-Ouest
USER_79321756,USER_9276fbbb,Nord-Ouest
USER_79321756,USER_321d36f5,Nord-Ouest
USER_79321756,USER_a7116242,Nord-Ouest
USER_79321756,USER_f18e844a,Nord-Ouest
USER_79321756,USER_2a6cb5ba,Nord-Ouest
USER_79321756,USER_38a1e472,Nord-Ouest
USER_79321756,USER_bf2ea564,Nord-Ouest
USER_79321756,USER_7082e5fd,Nord-Ouest
USER_79321756,USER_6cedabec,Nord-Ouest
USER_79321756,USER_7ba6d70b,Nord-Ouest
USER_79321756,USER_6b5be8d8,Nord-Ouest
USER_79321756,USER_92ac5dfb,Nord-Ouest
USER_79321756,USER_f73a7a57,Nord-Ouest
USER_79321756,USER_8d007ff1,Nord-Ouest
USER_79321756,USER_1729ec6a,Nord-Ouest
USER_79321756,USER_8f2d584a,Nord-Ouest
USER_79321756,USER_1c2056e3,Nord-Ouest
USER_79321756,USER_70a1c869,Nord-Ouest
USER_79321756,USER_90bb1e68,Nord-Ouest
USER_79321756,USER_bea3d834,Nord-Ouest
USER_79321756,USER_f65a67c6,Nord-Ouest
USER_79321756,USER_45eae636,Nord-Ouest
USER_79321756,USER_72cbfad8,Nord-Ouest
USER_79321756,USER_6c227047,Nord-Ouest
USER_79321756,USER_96e771d6,Nord-Ouest
USER_79321756,USER_2124ecbc,Nord-Ouest
USER_79321756,USER_a67ce414,Nord-Ouest
USER_79321756,USER_afbd2636,Nord-Ouest
USER_79321756,USER_806b91ae,Nord-Ouest
USER_79321756,USER_edc8b2c1,Nord-Ouest
USER_79321756,USER_8b0c0f1a,Nord-Ouest
USER_79321756,USER_0f396eb9,Nord-Ouest
USER_79321756,USER_b9ecbae7,Nord-Ouest
USER_79321756,USER_e0dc5749,Nord-Ouest
USER_79321756,USER_7cae965b,Nord-Ouest
USER_79321756,USER_044cdc1c,Nord-Ouest
USER_79321756,USER_bf42e0cd,Nord-Ouest
USER_79321756,USER_b264148d,Nord-Ouest
USER_79321756,USER_42ee0b16,Nord-Ouest
USER_79321756,USER_29de6aed,Nord-Ouest
USER_79321756,USER_9ae4b88d,Nord-Ouest
USER_79321756,USER_c2d7ec88,Nord-Ouest
USER_79321756,USER_8323df2d,Nord-Ouest
USER_79321756,USER_47aac147,Nord-Ouest
USER_79321756,USER_9ce072d3,Nord-Ouest
USER_79321756,USER_3fc8c5e6,Nord-Ouest
USER_79321756,USER_63da039e,Nord-Ouest
USER_79321756,USER_17e94c66,Nord-Ouest
USER_79321756,USER_c655cce7,Nord-Ouest
USER_79321756,USER_3ec0e9fe,Nord-Ouest
USER_79321756,USER_c6f836fd,Nord-Ouest
USER_79321756,USER_92c3308b,Nord-Ouest
USER_79321756,USER_6b242978,Nord-Ouest
USER_79321756,USER_4acbafbd,Nord-Ouest
USER_79321756,USER_c13ccf9c,Nord-Ouest
USER_79321756,USER_333366df,Nord-Ouest
USER_79321756,USER_65c090f9,Nord-Ouest
USER_79321756,USER_0f7a50fe,Nord-Ouest
USER_79321756,USER_235a0479,Nord-Ouest
USER_79321756,USER_28f90bd2,Nord-Ouest
USER_79321756,USER_85ef65bb,Nord-Ouest
USER_79321756,USER_2537851a,Nord-Ouest
USER_79321756,USER_3abfaf46,Nord-Ouest
USER_79321756,USER_92084eec,Nord-Ouest
USER_79321756,USER_a65afe60,Nord-Ouest
USER_79321756,USER_8190cbb5,Nord-Ouest
